observed_at_utc,year,season,wind_speed_ms,wind_direction_deg_true,line_azimuth_deg,wind_perpendicular_ms,air_temperature_c,global_solar_radiation_wm2,convective_heat_loss_wm,radiative_heat_loss_wm,solar_heat_gain_wm,net_heat_loss_wm,rating_multiplier
2024-01-01 17:00:00+00:00,2024,winter,7.717,110.0,22.33,7.710619933135615,4.7,0.0,416.04040974614514,22.242763269032263,0.0,438.2831730151774,2.0839161115216314
2024-01-01 18:00:00+00:00,2024,winter,5.659,110.0,22.33,5.654321394533426,5.1,0.0,341.51306582549023,22.155146643995685,0.0,363.6682124694859,1.8982591622220562
2024-01-01 19:00:00+00:00,2024,winter,6.173,110.0,22.33,6.167896442561378,5.4,0.0,358.81695472824646,22.08918572775824,0.0,380.9061404560047,1.9427271998536666
2024-01-01 20:00:00+00:00,2024,winter,6.173,110.0,22.33,6.167896442561378,5.8,0.0,356.7547883217623,22.000905702430984,0.0,378.7556940241933,1.937235500599238
2024-01-01 21:00:00+00:00,2024,winter,5.144,120.0,22.33,5.097977757879782,6.3,0.0,314.83837833454436,21.89002034508136,0.0,336.72839867962574,1.826596858248292
2024-01-01 22:00:00+00:00,2024,winter,3.087,120.0,22.33,3.059381286659193,6.7,0.0,228.29756385074216,21.80088246721757,0.0,250.09844631795974,1.574194282471701
2024-01-01 23:00:00+00:00,2024,winter,4.116,230.0,22.33,1.911381457388489,9.7,0.0,167.6880270671926,21.120063002923622,0.0,188.8080900701162,1.3677701871764694
2024-01-02 00:00:00+00:00,2024,winter,6.688,230.0,22.33,3.105762679060791,9.5,0.0,220.98372704164618,21.166130593329157,0.0,242.14985763497532,1.5489769060025436
2024-01-02 01:00:00+00:00,2024,winter,7.202,230.0,22.33,3.344453172038848,10.1,0.0,229.2116173917129,21.02763420777673,0.0,250.23925159948965,1.5746373553561532
2024-01-02 02:00:00+00:00,2024,winter,8.746,230.0,22.33,4.061453407755036,10.4,0.0,257.2507649748914,20.958055153716582,0.0,278.208820128608,1.6603065492083986
2024-01-02 03:00:00+00:00,2024,winter,8.231,220.0,22.33,2.498390056886442,10.0,0.0,191.70188873022838,21.050778151606515,0.0,212.7526668818349,1.4519121520326799
2024-01-02 04:00:00+00:00,2024,winter,7.717,210.0,22.33,1.0299670729592614,10.1,0.0,124.939963214138,21.02763420777673,0.0,145.96759742191475,1.202627315047685
2024-01-02 05:00:00+00:00,2024,winter,8.746,220.0,22.33,2.6547101734332186,10.1,0.0,198.72215054073317,21.02763420777673,0.0,219.7497847485099,1.4755946194780507
2024-01-02 06:00:00+00:00,2024,winter,6.688,230.0,22.33,3.105762679060791,9.5,0.0,220.98372704164618,21.166130593329157,0.0,242.14985763497532,1.5489769060025436
2024-01-02 07:00:00+00:00,2024,winter,5.659,220.0,22.33,1.71770007677322,9.0,0.0,161.25396189208212,21.280872490900176,0.0,182.5348343829823,1.3448557738388838
2024-01-02 08:00:00+00:00,2024,winter,3.601,200.0,22.33,0.14639852525359895,8.7,0.0,51.420303010674346,21.34942546620337,0.0,72.76972847687772,0.8491378719060417
2024-01-02 09:00:00+00:00,2024,winter,4.116,200.0,22.33,0.16733583169780986,8.9,0.0,54.560068719864994,21.30374779510149,0.0,75.86381651496649,0.8670021558640972
2024-01-02 10:00:00+00:00,2024,winter,4.63,200.0,22.33,0.1882324831780514,9.2,73.0,57.37392534846037,21.235048858962156,1.0439,77.56507420742253,0.8766695859542512
2024-01-02 11:00:00+00:00,2024,winter,4.63,220.0,22.33,1.405363377886554,9.7,150.01,145.29935416010136,21.120063002923622,2.145143,164.27427416302498,1.2758147307726884
2024-01-02 12:00:00+00:00,2024,winter,5.144,230.0,22.33,2.388762443344604,9.9,186.01,186.74581773648313,21.073897587203227,2.6599429999999997,205.15977232368635,1.4257682457507126
2024-01-02 13:00:00+00:00,2024,winter,5.659,240.0,22.33,3.458286614836869,9.3,177.01,236.88658252297415,21.212100496713223,2.531243,255.56744001968738,1.591312943075569
2024-01-02 14:00:00+00:00,2024,winter,5.659,240.0,22.33,3.458286614836869,9.4,128.01,236.5260245587078,21.189127747259363,1.8305429999999998,255.8846093059672,1.5923000780064953
2024-01-02 15:00:00+00:00,2024,winter,5.659,240.0,22.33,3.458286614836869,9.0,69.00999999999999,237.9682564157731,21.280872490900176,0.9868429999999999,258.26228590667324,1.599680788524007
2024-01-02 16:00:00+00:00,2024,winter,5.659,240.0,22.33,3.458286614836869,8.6,0.0,239.41048827283842,21.372227867579472,0.0,260.7827161404179,1.6074676292179553
2024-01-02 17:00:00+00:00,2024,winter,5.659,250.0,22.33,4.1835776261457145,8.4,0.0,270.11567928875945,21.417759888125,0.0,291.53343917688443,1.6996011715575454
2024-01-02 18:00:00+00:00,2024,winter,5.659,240.0,22.33,3.458286614836869,8.1,0.0,241.21327809417005,21.485876221672026,0.0,262.69915431584207,1.6133632909039106
2024-01-02 19:00:00+00:00,2024,winter,5.659,230.0,22.33,2.6279173147136685,7.6,0.0,205.08737667612832,21.598920064830704,0.0,226.68629674095902,1.4987026238203423
2024-01-02 20:00:00+00:00,2024,winter,6.173,230.0,22.33,2.866607807691726,7.8,0.0,215.76543578833036,21.553774931356237,0.0,237.3192107196866,1.5334488051177715
2024-01-02 21:00:00+00:00,2024,winter,6.688,230.0,22.33,3.105762679060791,8.1,0.0,225.70704334482642,21.485876221672026,0.0,247.19291956649843,1.565023442650105
2024-01-02 22:00:00+00:00,2024,winter,5.659,230.0,22.33,2.6279173147136685,8.0,0.0,203.8702409095044,21.508533282404716,0.0,225.37877419190912,1.494374128012503
2024-01-02 23:00:00+00:00,2024,winter,4.63,230.0,22.33,2.1500719503665464,7.7,0.0,182.56568846574294,21.57635955394056,0.0,204.1420480196835,1.4222274858398918
2024-01-03 00:00:00+00:00,2024,winter,3.601,200.0,22.33,0.14639852525359895,7.4,0.0,52.42854424617776,21.64396882019225,0.0,74.07251306637,0.8567051417194206
2024-01-03 01:00:00+00:00,2024,winter,3.087,190.0,22.33,0.6592039592607246,7.0,0.0,106.32934605167341,21.733777745543822,0.0,128.06312379721723,1.1264576776377215
2024-01-03 02:00:00+00:00,2024,winter,3.087,190.0,22.33,0.6592039592607246,6.7,0.0,106.79844610778373,21.80088246721757,0.0,128.5993285750013,1.1288134731086694
2024-01-03 03:00:00+00:00,2024,winter,3.087,200.0,22.33,0.1255018737733574,6.9,0.0,49.15855515476637,21.756169954921255,0.0,70.91472510968762,0.8382451429632978
2024-01-03 04:00:00+00:00,2024,winter,2.572,210.0,22.33,0.343277868556592,6.9,0.0,78.56679859717819,21.756169954921255,0.0,100.32296855209944,0.9970180503962058
2024-01-03 05:00:00+00:00,2024,winter,2.572,220.0,22.33,0.7806899801132218,6.3,0.0,116.23388856548398,21.89002034508136,0.0,138.12390891056535,1.1698690838022971
2024-01-03 06:00:00+00:00,2024,winter,3.601,230.0,22.33,1.672226586019424,7.4,0.0,163.1109900077438,21.64396882019225,0.0,184.75495882793604,1.353009623661125
2024-01-03 07:00:00+00:00,2024,winter,4.116,250.0,22.33,3.042870738507821,7.6,0.0,224.5370988358293,21.598920064830704,0.0,246.13601890066002,1.5616741433340504
2024-01-03 08:00:00+00:00,2024,winter,4.116,250.0,22.33,3.042870738507821,7.5,0.0,224.87023993202487,21.62145648119416,0.0,246.49169641321902,1.562802080355834
2024-01-03 09:00:00+00:00,2024,winter,4.116,290.0,22.33,4.112597077204379,7.8,0.0,269.68206596972266,21.553774931356237,0.0,291.2358409010789,1.698733470881904
2024-01-03 10:00:00+00:00,2024,winter,4.63,280.0,22.33,4.523203948016174,7.4,21.0,287.7209159459308,21.64396882019225,0.3003,309.06458476612306,1.7499573137769922
2024-01-03 11:00:00+00:00,2024,winter,4.116,250.0,22.33,3.042870738507821,7.2,43.0,225.86966322061164,21.688921334707125,0.6149,246.94368455531875,1.5642342675278025
2024-01-03 12:00:00+00:00,2024,winter,4.116,240.0,22.33,2.515339760853252,7.9,86.0,198.72397178107357,21.531166179904194,1.2298,219.02533796097777,1.4731603229665189
2024-01-03 13:00:00+00:00,2024,winter,5.659,250.0,22.33,4.1835776261457145,8.0,59.0,271.7379956808842,21.508533282404716,0.8437,292.40282896328887,1.7021334984384189
2024-01-03 14:00:00+00:00,2024,winter,5.144,250.0,22.33,3.8028491445296972,8.0,68.0,256.17764570589685,21.508533282404716,0.9724,276.71377898830156,1.6558394544216646
2024-01-03 15:00:00+00:00,2024,winter,5.144,240.0,22.33,3.1435635883938606,8.5,35.0,226.04119817529883,21.395006002479192,0.5005000000000001,246.93570417777804,1.564208991965695
2024-01-03 16:00:00+00:00,2024,winter,4.63,240.0,22.33,2.8294516746235563,7.6,0.0,214.6697799674648,21.598920064830704,0.0,236.2687000322955,1.5300510797371645
2024-01-03 17:00:00+00:00,2024,winter,4.116,230.0,22.33,1.911381457388489,7.6,0.0,173.0807507554178,21.598920064830704,0.0,194.6796708202485,1.388874919458338
2024-01-03 18:00:00+00:00,2024,winter,3.087,230.0,22.33,1.433536093041367,7.8,0.0,150.91648990125265,21.553774931356237,0.0,172.47026483260888,1.3072539083131458
2024-01-03 19:00:00+00:00,2024,winter,4.116,230.0,22.33,1.911381457388489,7.6,0.0,173.0807507554178,21.598920064830704,0.0,194.6796708202485,1.388874919458338
2024-01-03 20:00:00+00:00,2024,winter,5.144,230.0,22.33,2.388762443344604,7.4,0.0,193.9173161134602,21.64396882019225,0.0,215.56128493365244,1.461464315424113
2024-01-03 21:00:00+00:00,2024,winter,5.144,230.0,22.33,2.388762443344604,7.2,0.0,194.4910359836184,21.688921334707125,0.0,216.1799573183255,1.463560053047889
2024-01-03 22:00:00+00:00,2024,winter,4.63,230.0,22.33,2.1500719503665464,7.4,0.0,183.379502827403,21.64396882019225,0.0,205.02347164759524,1.425294552829971
2024-01-03 23:00:00+00:00,2024,winter,4.63,230.0,22.33,2.1500719503665464,7.6,0.0,182.83695991962963,21.598920064830704,0.0,204.43587998446034,1.423250659737749
